file_key,has_gold,wer_asr,wer_lev,wer_llm,asr_output,lev_output,llm_output,correction_level,lev_instruction,llm_instruction,lev_callsign,llm_callsign
LSZH_ZURICH_Tower_118_1MHz_20210424_081042,TRUE,0.2308,1,1,hoel oscar echo the second traffic is now just overhead whiskey one,whiskey VICTOR ECHO whiskey,whiskey VICTOR ECHO whiskey,,,,VICTOR ECHO,VICTOR ECHO
LSZH_ZURICH_Tower_118_1MHz_20210424_092648,TRUE,0.5714,1,0.9286,hotel hotel charlie ur ati city aur frequency ne approved bye bye,Zurich Tower HOTEL CHARLIE ne approved,bye bye Hotel Hotel Charlie continue approach ne approved,,,continue approach,HOTEL CHARLIE,Hotel Hotel Charlie
LSZH_ZURICH_Tower_118_1MHz_20210424_160722,TRUE,0.4615,1,1,sierra papa foxtrot bravo alfa tower hod position eho you m,Zurich Tower SIERRA ALTA,Zurich Tower SIERRA ALTA,,,,SIERRA ALTA,SIERRA ALTA
LZIB_STEFANIK_Tower_118_3MHz_20210427_162200,TRUE,0.2727,0.6364,0.7727,beair seven one two taxi vi ar delta line up runway zero four bi are delta line up zero four beair seven one two,vi beair seven one two line up vi runway zero four bi are delta zero four,BEair 712 line up and wait runway 04 vi runway zero four bi are delta zero four,,line up,line up and wait,beair seven one two,BEair 712
LZIB_STEFANIK_Tower_118_3MHz_20210427_163922,TRUE,0.4,0.75,0.85,looking out for the traffic oscar mike kilo lima lma roger traffic is ono ile clock one mile r,Bratislava Tower oscar mike kilo lima ono ile clock one mile r,"Oscar Mike Kilo Lima looking out for the traffic, traffic is on your one o'clock one mile ono ile clock one mile r",,,"looking out for the traffic, traffic is on your one o'clock one mile",oscar mike kilo lima,Oscar Mike Kilo Lima
LZIB_STEFANIK_Tower_118_3MHz_20210428_203205,TRUE,0.375,0.625,0.75,pushbok approved position two foxtrot squawk four four zero seven euro trans one three juliett,Bratislava Tower foxtrot approved position two four four zero seven euro,Euro Trans One Three Juliet squawk position two four four zero seven euro,,approved,squawk,foxtrot,Euro Trans One Three Juliet
LZIB_STEFANIK_Tower_118_3MHz_20210429_075711,TRUE,0.5,0.8929,0.8452,sfning towergo and zero zero slova gaveron zero zero for s fanning tower our standing forsa limo one zero zero seven ready for start up clearance destination lova gavernen zero zero for information mike time five seven qnh one zero zero eight cleared to ko from runway one three vy t one yankee departure initial climb altitude five thousand feet start up approved squawk six seven four six,Bratislava Tower six seven four six ready for start up clearance ##go and zero zero our standing ##sa limo destination lo mike initial approved squawk,Salimo One Zero Zero Seven cleared to one zero zero eight runway one three our standing ##sa limo destination lo mike initial approved squawk,,ready for start up clearance,cleared to,six seven four six,Salimo One Zero Zero Seven
LZIB_STEFANIK_Tower_118_3MHz_20210429_202823,TRUE,0.6,1,0.7333,uo transa one three juliett start uputn discretion turn up own discretion euo trans one three juliett,##ut TRANSOVIET start up ##ut ##n ##o,Transavia One Three Juliet turn right own discretion ##ut ##n ##o,,start up,turn right own discretion,TRANSOVIET,Transavia One Three Juliet
LZIB_STEFANIK_Tower_118_3MHz_20210429_203102,TRUE,0.3704,0.8148,0.8148,two zero twroe six thanks fo help one three juliett starting forha call you for taxsy roger squawk four four zero four,Bratislava Tower juliet starting for two zero t one three ##ha call for taxsy,One Three Juliet starting two zero t one three ##ha call for taxsy,,starting for,starting,juliet,One Three Juliet
LZIB_STEFANIK_Tower_118_3MHz_20210430_000651,TRUE,0.4167,1.6667,0.9167,five thwroe two five approaching foxtrot one  sexton ready for departure,Bratislava Tower FOXTROT FOXTROT approaching five two five,five two two five line up and wait runway one six five two five,,approaching,line up and wait,FOXTROT FOXTROT,five two two five
LZIB_STEFANIK_Tower_118_3MHz_20210430_104342,TRUE,0.0833,1,0.4167,hening tower good day austrian one four one one ils three one,Bratislava Tower good day AUSTRO AEREO three one,good day Austrian One Four One One ILS approach Runway 31 three one,,,ILS approach,AUSTRO AEREO,Austrian One Four One One
LZIB_STEFANIK_Tower_118_3MHz_20210430_150028,TRUE,0.4737,0.7895,0.8947,rostart approved position five foxtrot and squawk souro two thre e wizz air six two seven six,Bratislava Tower foxtrot approved position five ##o two thre e wi,Wizz Air six two seven six squawk position five ##o two thre e wi,,approved,squawk,foxtrot,Wizz Air six two seven six
LZIB_STEFANIK_Tower_118_3MHz_20210430_151209,TRUE,0.4493,0.8406,0.6087,taarock six nine two lima established ils runway three one six pont fiv  hamburk six nine two lima faning tower wind two two zero degrees five knots veriable between one seven zero and two three zero degrees maximum one zero minimum three la runway three one clear to land,Bratislava Tower TAFI established ils two two zero degrees five knots veria runway three one six,Hamburg six nine two lima cleared to land two two zero degrees five knots variable between one seven zero and two three zero degrees maximum one zero minimum three runway three one runway three one six,,established ils,cleared to land,TAFI,Hamburg six nine two lima
LZIB_STEFANIK_Tower_118_3MHz_20210430_155946,TRUE,0.4667,1,1,oscar kilo alfa golf limo squawk four six seven four six  eva for,AEROVIAS GOLFO squawk,AEROVIAS GOLFO squawk,,squawk,squawk,AEROVIAS GOLFO,AEROVIAS GOLFO
LZIB_STEFANIK_Tower_118_3MHz_20210430_181207,TRUE,0.1923,0.7692,0.4231,oscar igo echo roger descend to traffic altitude one thousand five hundred feet descending one thousand five hundred feet altitude oscar mike alfa goltch,Bratislava Tower VICTOR ECHO descend traffic altitude one thousand five hundred feet one thousand five hundred feet altitude,Oscar India Golf Echo descend to altitude one thousand five hundred feet traffic altitude one thousand five hundred feet one thousand five hundred feet altitude,,descend,descend to altitude one thousand five hundred feet,VICTOR ECHO,Oscar India Golf Echo
LZIB_STEFANIK_Tower_118_3MHz_20210430_181535,TRUE,0.1176,1.2941,0.4118,ocar golf echo continue to final runway two two traffic is just now before shortly befor landing,runway two two traffic is just now before shortly be VICTOR ECHO continue runway two two traffic is just now before shortly be landing,Oscar Golf Echo continue to final cleared to land runway two two runway two two traffic is just now before shortly be landing,,continue,continue to final cleared to land,VICTOR ECHO,Oscar Golf Echo
LZIB_STEFANIK_Tower_118_3MHz_20210430_203034,TRUE,0.6111,0.6667,0.6667,iantppro posision three foxtrot and squawk four four zero to euro trans one thro juliett,##ro juliett three squawk four four zero to euro trans one ##ro juliett,##ro juliett three squawk four four zero to euro trans one ##ro juliett,,squawk,squawk,three,three
LZIB_STEFANIK_Tower_118_3MHz_20210430_203041,TRUE,0.4615,1.7692,0.9231,one three t correction position two foxtrot too foxtrottot zro trans one three t,Sion Tower FOXTROT FOXTROT correction one three t position two fox ##t ##ro three t,foxtrot too turn right heading one three t position two fox ##t ##ro three t,,correction,turn right heading,FOXTROT FOXTROT,foxtrot too
LZIB_STEFANIK_Tower_118_3MHz_20210502_141218,TRUE,0.3425,0.7123,0.6575,ne tower peck a paparuzyne totr six one three establish ils three one tt six one three tower runway three one cleared to land wind three zero zero degrees one nine knots maximum three three knots runway three one cleared to land tartrr six one three and after landing vatrate via delta after landing vya delta six one three,Bratislava Tower to establish ils three zero zero degrees one nine knots maximum three three knots runway three one three one tt six one three runway three one va via delta,Bratislava Tower TARGET six one three cleared to land three zero zero degrees one nine knots maximum three three knots runway three one three one tt six one three runway three one va via delta,,establish ils,cleared to land,to,TARGET six one three
LZIB_STEFANIK_Tower_118_3MHz_20210503_131815,TRUE,0.0385,0.8077,0.6923,deta bravo bravo line up runway three one report ready for departure delta bravo bravo lining up runway three one we are ready for departure roger,Bratislava Tower AIR BRAVO line up runway three one ready for departure runway three one roger,runway three one Delta Bravo Bravo line up and wait runway three one runway three one ready for departure runway three one roger,,line up,line up and wait,AIR BRAVO,Delta Bravo Bravo
LZIB_STEFANIK_Tower_118_3MHz_20210503_202731,TRUE,0.3571,0.7143,0.8571,tower oscar mike echo lima eho altitude six thousand feet and descending to two thousand feet wrbot victor in forty seconds and requesting approach information information quebak qnh one zero two zero,Bratislava Tower oscar mike echo lima and altitude six thousand feet victor in forty seconds ##k,victor in forty seconds Oscar Mike Echo Lima descend one zero two zero victor in forty seconds ##k,,and,descend,oscar mike echo lima,Oscar Mike Echo Lima
LZIB_STEFANIK_Tower_118_3MHz_20210503_203710,TRUE,0.6,0.9,0.75,oscar mike echo lima echo taxi bit via foxtrot oocar mikem,bit MIKE ROMEO taxi via bit ##ocar ##m,Oscar Mike Echo Lima Echo cleared for takeoff bit ##ocar ##m,,taxi via,cleared for takeoff,MIKE ROMEO,Oscar Mike Echo Lima Echo
LZIB_STEFANIK_Tower_118_3MHz_20210503_204845,TRUE,0.2917,1,0.5,euro trans one three juliett taxi to holding tland runway zero four via alfa delta afa delta holding point zero four euro trans one three juliett,holding tland runway zero four via alfa delta afa delta holding point zero four euro trans one three juliett taxi via holding tland runway zero four via alfa delta afa delta holding point zero four,EUROTRANS 13J taxi via runway 04 holding tland runway zero four via alfa delta afa delta holding point zero four,,taxi via,taxi via,euro trans one three juliett,EUROTRANS 13J
LZIB_STEFANIK_Tower_118_3MHz_20210504_120242,TRUE,0.2143,0.5,0.5714,ssix zero three taxi to holding pot runway one three via delta foxtrot,holding pot ssix zero three taxi via holding pot runway one three via ##t,Six Zero Three taxi via runway one three holding pot runway one three via ##t,,taxi via,taxi via,ssix zero three,Six Zero Three
LZIB_STEFANIK_Tower_118_3MHz_20210504_205033,TRUE,0.4651,0.7674,0.6977,euro trans one three eight jet request push and start good evening euo trans one three juliett sar pushack approved position two foxtrot squawk four four two five squawk four for two five and utu approvedpsitio foxtrot two foxtrot,Bratislava Tower good evening euro trans one three eight line up and wait good position two ##ua two five ##ua four for two five and ##ps,good evening Eurotrans One Three Juliett pushback approved good position two ##ua two five ##ua four for two five and ##ps,,line up and wait,pushback approved,euro trans one three eight,Eurotrans One Three Juliett
LZIB_STEFANIK_Tower_118_3MHz_20210505_073328,TRUE,0.3684,0.7368,0.6579,dark blue five four romeo jparning tower runway three one cleared to land  zero tzo degrees six knots fige three one cleared to land ar blu five four romeo,Bratislava Tower QUEBEC ROMEO cleared to land zero tzo degrees six knots fige three one runway three one,Sion Tower Dark Blue Five Four Romeo cleared to land zero two zero degrees six knots runway three one runway three one,,cleared to land,cleared to land,QUEBEC ROMEO,Dark Blue Five Four Romeo
LZIB_STEFANIK_Tower_118_3MHz_20210505_093242,TRUE,0.619,0.619,0.6667,fni tower zero one proceeding to right base runway one three,Bratislava Tower proceeding to tower zero one right base runway one three,Fني Zero One report runway one three tower zero one right base runway one three,,proceeding to,report,,Fني Zero One
LZIB_STEFANIK_Tower_118_3MHz_20210505_120635,TRUE,0.5517,0.6552,0.6552,november four tnine xroy lima tax via delta line up zero fourhen ready o zet line up zero our four ze readi,via delta line up november four via delta line up zero fourhen ready o zet line up zero our four ze,via delta line up november four via delta line up zero fourhen ready o zet line up zero our four ze,,,,november four,november four
LZIB_STEFANIK_Tower_118_3MHz_20210505_121412,TRUE,0.2857,0.5714,0.6429,tojet two zero one and van airo foxtrot line up three one report ready,Bratislava Tower tojet two zero one and three one ready,Tojet Two Zero One line up and wait runway three one three one ready,,and,line up and wait,tojet two zero one,Tojet Two Zero One
LZIB_STEFANIK_Tower_118_3MHz_20210505_145115,TRUE,0.6667,0.8333,0.8333,tom jet four zero two via delta foxtrot ten three threeota foxt for zero,via tom jet four zero two via ##ota ##t for zero,via tom jet four zero two via ##ota ##t for zero,,,,tom jet four zero two,tom jet four zero two
LZIB_STEFANIK_Tower_118_3MHz_20210505_173822,TRUE,0.04,0.52,0.68,clear to land runway three one and please say again the wind two eight zero degrees one one knots maximum one eight minimum six knots,runway three one cleared to land two eight zero degrees one one knots maximum one eight minimum six knots runway three one the,clear to land two eight zero degrees one one knots maximum one eight minimum six knots runway three one runway three one the,,cleared to land,clear to land,,
LZIB_STEFANIK_Tower_118_3MHz_20210505_224858,TRUE,0.3077,1,1.1538,runway three one cleared to land have copie opjet seven zero four,runway three one COPTERS cleared to land runway three one,OPUS JET 704 cleared to land runway 31 runway three one,,cleared to land,cleared to land,COPTERS,OPUS JET 704
LZIB_STEFANIK_Tower_118_3MHz_20210505_225241,TRUE,0.6364,1.0909,1.0909,even zero four taxi vira delta two agtoun,DELTA STATE zero four,DELTA STATE zero four,,,,DELTA STATE,DELTA STATE
YSSY_SYDNEY_Tower_120_5MHz_20210502_041017,TRUE,0.4545,0.8182,0.9091,n three four left cleare aa six forty three,n three four left aa six forty three cleare n three four left,aa six forty three cleared for takeoff runway 34L n three four left,,cleare,cleared for takeoff,aa six forty three,aa six forty three
YSSY_SYDNEY_Tower_120_5MHz_20210502_041102,TRUE,0.8333,1,1,tntn delta seven sixthry sevenseven six ty seven two the,##ry DELTA STATE ##ry ##even,##ry DELTA STATE ##ry ##even,,,,DELTA STATE,DELTA STATE
YSSY_SYDNEY_Tower_120_5MHz_20210502_043414,TRUE,0.9286,1,1,five tree nine otfiee nine,EVERGREEN,EVERGREEN,,,,EVERGREEN,EVERGREEN
YSSY_SYDNEY_Tower_120_5MHz_20210502_055020,TRUE,0.6923,0.7692,0.6923,taggood day three three one sls three four ev,good day day three three one,good day TAG 331 turn right heading three four zero,,,turn right heading three four zero,day three three one,TAG 331
YSSY_SYDNEY_Tower_120_5MHz_20210502_062227,TRUE,0.5909,0.9091,0.6818,praha good evening qatari six tango papa ils ripole catari six tango pap heavue,good evening QATAR CARGO,good evening Qatari Six Tango Papa Heavy ILS,,,ILS,QATAR CARGO,Qatari Six Tango Papa Heavy
YSSY_SYDNEY_Tower_120_5MHz_20210502_063423,TRUE,0.2727,0.5455,1.0909,runway three four left cleared to lands one fourty six,runway three four left cleared to land runway three four left lands one fourty six,one fourty six cleared to land runway 34L runway three four left lands one fourty six,,cleared to land,cleared to land,,one fourty six
YSSY_SYDNEY_Tower_120_5MHz_20210502_074234,TRUE,0.3529,0.5882,0.4706,right clear to land runway three four left exit on high speed on the right,runway three four left right runway three four left on high speed on the right,cleared to land runway 34L runway three four left on high speed on the right,,right,cleared to land,,
YSSY_SYDNEY_Tower_120_5MHz_20210502_080227,TRUE,0.3571,1,1,vc golf rojuvoet cleared to land air china six one three,BENIN GOLF cleared to land,BENIN GOLF cleared to land,,cleared to land,cleared to land,BENIN GOLF,BENIN GOLF
YSSY_SYDNEY_Tower_120_5MHz_20210502_083521,TRUE,0.4444,0.6667,0.8889,bmi two zero one eight good niget contac departure is good  buen two zero one eight,Sydney Tower b departure two zero one eight is good two zero one eight,good night BLARNEY two zero one eight contact two zero one eight is good two zero one eight,,departure,contact,b,BLARNEY two zero one eight
YSSY_SYDNEY_Tower_120_5MHz_20210502_114326,TRUE,0.3077,0.6154,1.0769,praha good evening cata six seventy one  runway three four left,runway three four left good evening ##aha one runway three four left,good evening ERICA 671 cleared for takeoff runway 34L one runway three four left,,,cleared for takeoff,##aha,ERICA 671
YSSY_SYDNEY_Tower_120_5MHz_20210502_211431,TRUE,0.6667,0.8333,0.8333,jestaseve eight four contactpat costa seven ninety four good bye,##ve eight four contact,##ve eight four contact,,contact,contact,##ve eight four,##ve eight four
YSSY_SYDNEY_Tower_120_5MHz_20210502_211912,TRUE,1,1,1,descend ine twceintone twuolf,descend,descend,,descend,descend,,
YSSY_SYDNEY_Tower_120_5MHz_20210502_235050,TRUE,0.4643,0.7143,0.5714,tower vta seven seven three good morning bdan seven seven three heavy eav good morning ntou approachw twoseven zero degrees seven no,Sydney Tower good morning vta seven seven three ##w twoseven zero degrees seven no,good morning Bdan Seven Seven Three Heavy turn right heading two seven zero degrees seven knots,,,turn right heading,vta seven seven three,Bdan Seven Seven Three Heavy
YSSY_SYDNEY_Tower_120_5MHz_20210503_005135,TRUE,0.5714,0.5714,0.5714,acontinue approce three four andweky alfa two singapoure two thirty one,Sydney Tower continue three four ##ky alfa two two thirty one,Sydney Tower continue three four ##ky alfa two two thirty one,,continue,continue,,
YSSY_SYDNEY_Tower_120_5MHz_20210503_055244,TRUE,0.2727,0.5455,1.2727,tower ran two zero one seven establish ils three four levet,Sydney Tower establish ils two zero one seven three four,RAN Two Zero One Seven cleared to land runway 34 Left two zero one seven three four,,establish ils,cleared to land,,RAN Two Zero One Seven
YSSY_SYDNEY_Tower_120_5MHz_20210503_073426,TRUE,0.3077,0.6923,2.0769,runway three four left cleared to land vak bravay three ti one twenty,runway three four left VASO cleared to land runway three four left three twenty,AFRIQUE VACANCE | ICAO:AFV cleared to land runway 34L runway three four left three twenty,,cleared to land,cleared to land,VASO,AFRIQUE VACANCE | ICAO:AFV
YSSY_SYDNEY_Tower_120_5MHz_20210503_075331,TRUE,0.5714,0.7857,0.9286,ny tower reck sixty four sevent two reck sixty four tm,Sydney Tower FOUR STAR two,CENTURY 647 contact two,,,contact,FOUR STAR,CENTURY 647
YSSY_SYDNEY_Tower_120_5MHz_20210503_075426,TRUE,0.2143,1,0.2143,a good evening  four seventy five climbing flight level two eight zero,flight level two eight zero good evening FOUR STAR climb flight level two eight zero,good evening four seventy five climbing flight level two eight zero,,climb,climbing,FOUR STAR,four seventy five
YSSY_SYDNEY_Tower_120_5MHz_20210503_080253,TRUE,0.5882,0.7059,0.7059,towe eveseven five twenty eight heavynseven five twenty eight heavy tenyw,Sydney Tower ##ven five twenty eight ##yw,Sydney Tower ##ven five twenty eight ##yw,,,,##ven five twenty eight,##ven five twenty eight
YSSY_SYDNEY_Tower_120_5MHz_20210503_083640,TRUE,0.72,0.68,0.68,tan five twenty two three twothcoron the runway three four left thee t tango,the runway three four left thee t tango tan five twenty two three two the runway three four left thee t tango,the runway three four left thee t tango tan five twenty two three two the runway three four left thee t tango,,,,tan five twenty two three two,tan five twenty two three two
YSSY_SYDNEY_Tower_120_5MHz_20210503_084834,TRUE,0.2353,0.1765,0.4706,tenye tower good evening dynasty zero five five seven  runway zero runway three four,Sydney Tower good evening dynasty zero five five seven runway zero runway three four,Sydney Tower good evening Dynasty Zero Five Five Seven cleared for takeoff runway three four runway zero runway three four,,,cleared for takeoff,dynasty zero five five seven,Dynasty Zero Five Five Seven
YSSY_SYDNEY_Tower_120_5MHz_20210503_121431,TRUE,0.4167,0.75,0.75,one six frone clear to land and un four nine eight,four nine eight cleared to land one six,four nine eight cleared to land one six,,cleared to land,cleared to land,four nine eight,four nine eight
YSSY_SYDNEY_Tower_120_5MHz_20210503_122443,TRUE,0.6923,0.6923,0.8462,towertwentytwovi tist galop for one six right,for one six right for one six right,Sydney Tower Twenty Two Victor line up and wait runway 16 right for one six right,,,line up and wait,,Twenty Two Victor
YSSY_SYDNEY_Tower_120_5MHz_20210503_201130,TRUE,0.2727,0.9091,1.4545,zne tower good morning american sevento three ils three four lut,Sydney Tower good morning AMERICAN il three four lut,good morning AMERICAN 703 ILS approach runway 34L il three four lut,,,ILS approach,AMERICAN,AMERICAN 703
YSSY_SYDNEY_Tower_120_5MHz_20210503_211113,TRUE,0.5455,0.4545,0.4545,runwey one six r clear to land belt th igt zero three,belt th ##y one six r cleared to land belt th ##gt zero three,belt th ##y one six r cleared to land belt th ##gt zero three,,cleared to land,cleared to land,##y one six r,##y one six r
YSSY_SYDNEY_Tower_120_5MHz_20210503_223154,TRUE,0.7917,0.75,0.75,svei finewin e fvea n six five cleared by banwoln one six raght je seven six twry one,e cleared to land e ##a n six five one six je seven six ##y one,Swiftair 657 cleared for takeoff runway 16 right e ##a n six five one six je seven six ##y one,,cleared to land,cleared for takeoff,,Swiftair 657
YSSY_SYDNEY_Tower_120_5MHz_20210504_002640,TRUE,0.7857,0.7143,0.8214,cor for  fi si i twe the six zero  bree  b fone un bay one fe frive oe ay runway one six  four twhenty six,Sydney Tower the six zero bree b ##one bay one fe frive ##e ##y runway one six four tw ##ty six,Bravo Foxtrot One Bay One Five Five cleared for takeoff runway one six the six zero bree b ##one bay one fe frive ##e ##y runway one six four tw ##ty six,,,cleared for takeoff,,Bravo Foxtrot One Bay One Five Five
YSSY_SYDNEY_Tower_120_5MHz_20210504_004629,TRUE,0.2727,0.5455,1.0909,runway one six fone clear to land isar five zero eight,runway one six fone isa cleared to land runway one six fone,IMAER 508 cleared to land runway 16 runway one six fone,,cleared to land,cleared to land,isa,IMAER 508
YSSY_SYDNEY_Tower_120_5MHz_20210504_011805,TRUE,0.1818,0.4545,0.5455,one six rin cleared to land two zero six delta,##n one six two zero six delta,one six rin cleared to land runway two zero one six two zero six delta,,##n,cleared to land,,one six rin
YSSY_SYDNEY_Tower_120_5MHz_20210504_041006,TRUE,0.5,0.9167,2.25,continue approach runway one six z igtasan zeveon zevo nine one,Sydney Tower ##n zev continue runway one six z,LITHUANIA AIR SEVEN ZERO NINE ONE continue approach runway one six runway one six z,,continue,continue approach,##n zev,LITHUANIA AIR SEVEN ZERO NINE ONE
YSSY_SYDNEY_Tower_120_5MHz_20210504_044333,TRUE,0.2,0.6,0.8,two seven five at four knots qans four forty six,forty six two seven five at four knots four,forty six cross two seven five at four knots runway 04 four,,,cross,forty six,forty six
YSSY_SYDNEY_Tower_120_5MHz_20210504_065016,TRUE,0.6522,0.7391,0.7391,trower good afternoon c three zero one establish ils one six fiezr,Sydney Tower good afternoon establish ils c three zero one one six ##ezr,good afternoon C301 establish ILS runway 16 c three zero one one six ##ezr,,establish ils,establish ILS,,C301
YSSY_SYDNEY_Tower_120_5MHz_20210504_065130,TRUE,0.3333,0.9167,0.8333,clear to land runway one six rogt three zero one,runway one six ##gt three zero one cleared to land runway one six,Roger 301 cleared to land runway 16 runway one six,,cleared to land,cleared to land,##gt three zero one,Roger 301
YSSY_SYDNEY_Tower_120_5MHz_20210504_071422,TRUE,0.3636,0.6364,0.6364,one six  cleare to land reck sixty one thirty for,thirty sixty one cleared to land one six thirty,thirty sixty one cleared to land one six thirty,,cleared to land,cleared to land,sixty one,sixty one
YSSY_SYDNEY_Tower_120_5MHz_20210504_090653,TRUE,0.25,0.5833,1.0833,runway one six rone cleared to land qt seven zero one,runway one six rone q cleared to land runway one six rone,QANTAS 701 cleared to land runway 16R runway one six rone,,cleared to land,cleared to land,q,QANTAS 701
YSSY_SYDNEY_Tower_120_5MHz_20210504_093243,TRUE,0.3333,0.5833,1.4167,tocani eight thirty five on the ils one six hraye,NAV CAN on the ils one six hraye,RAINBOW CAN 835 cleared to land runway 16 one six hraye,,on the ils,cleared to land,NAV CAN,RAINBOW CAN 835
YSSY_SYDNEY_Tower_120_5MHz_20210504_213748,TRUE,0.7333,0.7667,0.7,treeruonaiy one six right clear to rain  one two one heavy,one two one heavy clear to one six right,One Two One Heavy cleared to land runway 16R one six right,,clear to,cleared to land,one two one heavy,One Two One Heavy
YSSY_SYDNEY_Tower_120_5MHz_20210504_232546,TRUE,0.1818,0.7273,0.7273,cleared to land runway one six  fifteen zero four,runway one six fifteen zero four cleared to land runway one six fifteen zero four,runway one six fifteen zero four cleared to land runway one six fifteen zero four,,cleared to land,cleared to land,,
YSSY_SYDNEY_Tower_120_5MHz_20210505_041424,TRUE,0.3636,1.0909,0.9091,runway one six or clear to land co four thre four,runway one six FOUR STAR cleared to land runway one six,Comet Four Three Four cleared to land runway one six runway one six,,cleared to land,cleared to land,FOUR STAR,Comet Four Three Four
YSSY_SYDNEY_Tower_120_5MHz_20210505_054947,TRUE,0.5909,0.5909,0.9091,ndy tower good afternoon fennex seven ty seven heavy inbound ils runway one six eightssv,Sydney Tower good afternoon fen inbound ils runway one six eightssv,Sydney Tower good afternoon AERO FENIX 777 Heavy cleared to land runway 16 runway one six eightssv,,inbound ils,cleared to land,fen,AERO FENIX 777 Heavy
YSSY_SYDNEY_Tower_120_5MHz_20210505_113531,TRUE,0.4545,0.8182,0.7273,one six  cleared lang onei six one fifty yaight,lang cleared one six,LANGUEDOC one six one cleared for takeoff runway one six one six,,cleared,cleared for takeoff,lang,LANGUEDOC one six one
YSSY_SYDNEY_Tower_120_5MHz_20210505_121757,TRUE,0.3636,1,1.0909,one six rige clear to land jereck seven four thirty four,JETA rig one six,JESTER 7434 cleared to land runway 16 one six,,rig,cleared to land,JETA,JESTER 7434
YSSY_SYDNEY_Tower_120_5MHz_20210505_124859,TRUE,0.3077,0.9231,0.9231,cleared to land runway one six rige  seven two twenty one,runway one six ##e seven two twenty one cleared to land runway one six,Ridge Seven Two Twenty One cleared to land runway 16 runway one six,,cleared to land,cleared to land,##e seven two twenty one,Ridge Seven Two Twenty One
YSSY_SYDNEY_Tower_120_5MHz_20210505_203052,TRUE,0.3333,1.5833,1.8333,tower american seventy three approaching egala on the one six right ils,Sydney Tower AMERICAN FLYERS approaching on the one six right,Sydney Tower TRANS-AMERICA 73 line up and wait runway 16R on the one six right,,approaching,line up and wait,AMERICAN FLYERS,TRANS-AMERICA 73
YSSY_SYDNEY_Tower_120_5MHz_20210505_203701,TRUE,0.2727,0.7273,0.6364,one six ringe cleared to land qua seven zero two,qua seven zero two cleared to land one six ringe qua seven zero two,one six ringe cleared to land runway 07 one six ringe qua seven zero two,,cleared to land,cleared to land,,one six ringe
YSSY_SYDNEY_Tower_120_5MHz_20210505_204538,TRUE,0.4118,0.5294,0.4118,p good morning singapore seven two seven four heavy untey one six five,good morning singapore seven two seven four heavy,Good Morning Singapore Seven Two Seven Four Heavy hold short Runway One Six,,,hold short,singapore seven two seven four heavy,Singapore Seven Two Seven Four Heavy
YSSY_SYDNEY_Tower_120_5MHz_20210505_214612,TRUE,0.3077,0.4615,0.4615,zne tower six zero six qubact with you ils one six roight,Sydney Tower tower six zero six one six roi,Sydney Tower tower six zero six one six roi,,,,tower six zero six,tower six zero six
YSSY_SYDNEY_Tower_120_5MHz_20210505_224723,TRUE,0.3636,0.7273,1.3636,runway one six f eigh cleared to land onipor eight seven nine,runway one six f eigh on cleared to land runway one six f eigh,ONUR AIR 879 cleared to land runway 16 runway one six f eigh,,cleared to land,cleared to land,on,ONUR AIR 879
YSSY_SYDNEY_Tower_120_5MHz_20210505_233332,TRUE,0.3529,0.2941,0.6471,ruzyne tower good day s seven five six one blishe on the localizer runway one six right,Sydney Tower good day s seven five six one runway one six right,good day S Seven Five Six One established on the localizer runway one six right runway one six right,,,established on the localizer,s seven five six one,S Seven Five Six One
YSSY_SYDNEY_Tower_120_5MHz_20210505_234913,TRUE,0.4545,0.6364,0.7273,arve one six five clear to land valyh one therty three,valyh one the arve one six five cleared to land valyh one the ##y three,Airve One Six Five cleared to land runway one three three valyh one the ##y three,,cleared to land,cleared to land,arve one six five,Airve One Six Five
